BE,uBE,N,Z,eBE
690.205656,0.002056,48,32,0
695.0333547,0.0020574,49,32,0
702.2280494,0.0022386,50,32,0
705.8607346,0.0024236,51,32,0
711.1040496,0.0031668,52,32,0
714.1503564999999,0.0037315,53,32,0
718.4981799999999,0.43780020000000003,54,32,0
720.795,0.261,55,32,1
724.768,0.44,56,32,1
726.329,0.356,57,32,1
729.81,0.54,58,32,1
464.1,0.42,27,33,1
483.73,0.305,28,33,1
499.038,0.31,29,33,1
516.159,0.189,30,33,1
530.304,0.192,31,33,1
545.7552815,0.08476650000000001,32,33,0
558.9146244,0.0056825999999999995,33,33,0
571.5480895,0.00044219999999999996,34,33,0
581.9267076,0.0018428,35,33,0
594.2156766,0.0320022,36,33,0
603.508787,0.0014000000000000002,37,33,0
615.1393850000001,0.0041605999999999995,38,33,0
623.5472592,0.0040824,39,33,0
634.3415226999999,0.0038544,40,33,0
642.320148,0.0016946,41,33,0
652.56561,0.000885,42,33,0
659.8941072,0.0008892,43,33,0
669.5903753,0.001694,44,33,0
676.562328,0.0097812,45,33,0
685.4527588000001,0.0053246000000000005,46,33,0
692.102592,0.0033360000000000004,47,33,0
700.4926250999999,0.0026405999999999995,48,33,0
706.1360546000001,0.003731,49,33,0
713.771282,0.0027971,50,33,0
718.026834,0.0031668,51,33,0
723.4337335,0.0030770000000000003,52,33,0
727.278049,0.0034486,53,33,0
732.0051327,0.0029841,54,33,0
734.888,0.176,55,33,1
739.056,0.267,56,33,1
741.6,0.36,57,33,1
745.199,0.364,58,33,1
747.132,0.46,59,33,1
498.771,0.504,29,34,1
516.8,0.512,30,34,1
531.05,0.325,31,34,1
547.8,0.198,32,34,1
560.7588048,0.06706699999999999,33,34,0
576.4392776,0.0004964,34,34,0
586.7558657999999,0.0014904000000000002,35,34,0
600.3223659999999,0.0015819999999999999,36,34,0
609.6103026000001,0.0027974,37,34,0
622.4032944,0.0019584,38,34,0
630.8338143000001,0.0074241,39,34,0
642.8909470000001,2.2199999999999998e-05,40,34,0
650.9185425,7.5e-05,41,34,0
662.0723356,2.28e-05,42,34,0
669.4911916,6.16e-05,43,34,0
679.9889615999999,0.0001794,44,34,0
686.9517917000001,0.0002212,45,34,0
696.865136,0.000944,46,34,0
703.5659837999999,0.0009801,47,34,0
712.8421786,0.00046740000000000003,48,34,0
718.660148,0.0030378,49,34,0
727.338654,0.0019572,50,34,0
731.8758825000001,0.0026095000000000003,51,34,0
738.0367263999999,0.0025198,52,34,0
742.031004,0.0022446000000000002,53,34,0
747.560396,0.0033615999999999997,54,34,0
750.7399110999999,0.0037291,55,34,0
755.619048,0.32975099999999996,56,34,0
758.4702762,0.4331418,57,34,0
762.68,0.368,58,34,1
764.925,0.372,59,34,1
768.92,0.47,60,34,1
770.64,0.475,61,34,1
513.76,0.52,30,35,1
528.924,0.396,31,35,1
545.916,0.268,32,35,1
560.252,0.272,33,35,1
575.7982794,0.042000300000000004,34,35,0
589.0357479999999,0.014903000000000001,35,35,0
602.1838659,0.0054031,36,35,0
612.8145072,0.0010224,37,35,0
625.4698619000001,0.0067379,38,35,0
635.183551,0.005838599999999999,39,35,0
647.0737275,0.0042825,40,35,0
656.327108,0.0093252,41,35,0
667.3441621000001,0.0028104999999999996,42,35,0
675.6328332,0.0035802,43,35,0
686.3200524,0.0010033,44,35,0
694.212328,0.000992,45,35,0
704.3716665000001,0.0009801,46,35,0
711.9646146000001,0.0009676,47,35,0
721.5509716,0.0037930999999999998,48,35,0
728.3916696,0.0257292,49,35,0
737.2553710000001,0.0030770000000000003,50,35,0
742.3834674000001,0.0030787999999999996,51,35,0
748.7142134999999,0.0031668000000000004,52,35,0
753.6098152000001,0.003168,53,35,0
759.2394377999999,0.0032663,54,35,0
763.036785,0.003357,55,35,0
768.2151021999999,0.0035399,56,35,0
771.4119316,0.006706800000000001,57,35,0
776.1406698,0.43081319999999995,58,35,0
778.978,0.188,59,35,1
783.275,0.285,60,35,1
785.664,0.288,61,35,1
789.58,0.388,62,35,1
791.644,0.392,63,35,1
528.161,0.402,31,36,1
546.312,0.476,32,36,1
560.901,0.276,33,36,1
577.92,0.21,34,36,1
591.2263009999999,0.1287656,35,36,0
606.9109896,0.008013600000000001,36,36,0
617.5934831,0.0065773,37,36,0
631.4448860000001,0.0020128,38,36,0
641.5079924999999,0.0081075,39,36,0
654.2693851999999,0.0040128,40,36,0
663.496449,0.0019558,41,36,0
675.576603,0.00030419999999999997,42,36,0
683.9119269999999,0.0034839000000000003,43,36,0
695.434408,0.000696,44,36,0
703.3084685999999,0.0010773,45,36,0
714.2753828,2.4599999999999998e-05,46,36,0
721.7455484999999,2.49e-05,47,36,0
732.2655732,2.5199999999999996e-05,48,36,0
739.3778805,0.0019975,49,36,0
749.234537,2.5799999999999997e-05,50,36,0
754.7497079999999,0.0002436,51,36,0
761.8027912,0.0026048,52,36,0
766.7186062000001,0.0021449,53,36,0
773.213391,0.001863,54,36,0
777.2994228999999,0.0022386,55,36,0
783.1661,0.0027048000000000003,56,36,0
786.6040905000001,0.002511,57,36,0
791.8871892,0.0121072,58,36,0
794.7696485,0.0186295,59,36,0
799.7637216,0.0192768,60,36,0
802.1768565,0.13040680000000002,61,36,0
806.932,0.294,62,36,1
809.325,0.396,63,36,1
813.4,0.4,64,36,1
815.575,0.505,65,36,1
576.378,0.426,34,37,1
590.544,0.504,35,37,1
606.2709933,0.0407924,36,37,0
620.2467101999999,0.0030266,37,37,0
633.620715,0.0011775,38,37,0
644.9524236,0.0009348,39,37,0
657.3751492,0.0013012999999999998,40,37,0
667.5513936,0.0032370000000000003,41,37,0
679.4900679,0.0019434,42,37,0
688.93408,0.0018640000000000002,43,37,0
700.2866259,0.0049005,44,37,0
709.0890549999999,0.0030094,45,37,0
720.0432019000001,0.0023323,46,37,0
728.8028496,0.0021924,47,37,0
739.2825359999999,2.55e-05,48,37,0
747.9335204,0.0001978,49,37,0
757.8556341,2.6099999999999997e-05,50,37,0
763.9381552,0.00015839999999999997,51,37,0
771.1128655000001,0.005429000000000001,52,37,0
776.837358,0.006453,53,37,0
783.2881510999999,0.0077987,54,37,0
788.3868700000002,0.0061272,55,37,0
794.3056436999999,0.0078306,56,37,0
798.3198536,0.0020304000000000003,57,37,0
803.7186865000001,0.020244500000000002,58,37,0
807.2540448000001,0.0033504,59,37,0
812.4901584,0.0019108999999999999,60,37,0
816.4114812,0.0160818,61,37,0
821.234799,0.0040293,62,37,0
824.45085,0.013120000000000001,63,37,0
828.8237053,0.020492899999999998,64,37,0
831.5799185999999,0.0829056,65,37,0
835.536,0.412,66,37,1
837.928,0.52,67,37,1
591.446,0.365,35,38,1
608.354,0.074,36,38,1
622.23837,0.220005,37,38,0
637.9386344000001,0.034466000000000004,38,38,0
649.5657476,0.0079156,39,38,0
663.0075738,0.007449,40,38,0
673.3846081999999,0.0074180999999999995,41,38,0
686.2877280000001,0.003464,42,38,0
695.5757145,0.0031266,43,38,0
708.128958,0.0059942,44,38,0
716.9878308,0.0068309,45,38,0
728.9111088,0.0012432,46,38,0
737.4361405000001,0.0028135,47,38,0
748.9272675999999,2.5799999999999997e-05,48,38,0
757.3555581,2.6099999999999997e-05,49,38,0
768.4684304,2.6399999999999998e-05,50,38,0
774.8271470000001,9.79e-05,51,38,0
782.6403870000001,0.001449,52,38,0
788.4127068999999,0.0054509,53,38,0
795.6994439999999,0.0034223999999999995,54,38,0
800.9892375000001,0.0075515999999999995,55,38,0
807.8204336,0.0016638,56,38,0
812.1633125,0.005814,57,38,0
818.0355936,0.0084672,58,38,0
821.7693433000001,0.0033853,59,38,0
827.6823729999999,0.0032241999999999995,60,38,0
831.8498265,0.0047421,61,38,0
837.22012,0.00692,62,38,0
840.7988511,0.008484,63,38,0
845.7045726,0.067065,64,38,0
848.926,0.206,65,38,1
853.424,0.312,66,38,1
855.96,0.525,67,38,1
860.084,0.636,68,38,1
862.099,0.749,69,38,1
606.675,0.3,36,39,1
621.148,0.304,37,39,1
637.406,0.231,38,39,1
651.222,0.312,39,39,1
664.9255252,0.080106,40,39,0
676.342072,0.00624,41,39,0
688.9781511,0.005402699999999999,42,39,0
699.4006484,0.0055022000000000005,43,39,0
711.6135393000001,0.0186335,44,39,0
721.3736207999999,0.0043008000000000005,45,39,0
733.392631,0.0189635,46,39,0
742.9049198,0.014138399999999999,47,39,0
754.7115237,0.001131,48,39,0
764.0634848,0.001496,49,39,0
775.5469790000001,0.0003382,50,39,0
782.404002,0.00035099999999999997,51,39,0
790.3297311,0.0018472999999999999,52,39,0
796.8662248,0.0091264,53,39,0
804.3482022,0.010490399999999999,54,39,0
810.5438392000001,0.0063826,55,39,0
817.471618,0.006783,56,39,0
822.6649824000001,0.006076799999999999,57,39,0
828.5217752,0.0067123999999999994,58,39,0
832.7663876,0.0079184,59,39,0
839.1926861999999,0.0066132,60,39,0
843.94151,0.011179999999999999,61,39,0
849.7463805,0.0070801,62,39,0
853.9355544,0.00408,63,39,0
859.2912607999999,0.011206399999999998,64,39,0
862.992,0.208,65,39,1
867.51,0.42,66,39,1
870.79,0.53,67,39,1
875.046,0.535,68,39,1
877.932,0.648,69,39,1
881.701,0.654,70,39,1
621.775,0.385,37,40,1
639.132,0.39,38,40,1
653.093,0.316,39,40,1
669.2,0.32,40,40,1
680.0073039,0.09221850000000001,41,40,0
694.1682612,0.0015826,42,40,0
704.5371751,0.0064325,43,40,0
718.1185284,0.005502000000000001,44,40,0
727.9433489999999,0.006426,45,40,0
740.8084977999999,0.0035690000000000006,46,40,0
750.2579415000001,0.0041499,47,40,0
762.6109832,0.0054032,48,40,0
771.9313985,0.0027768,49,40,0
783.897291,0.000117,50,40,0
791.0916558999999,0.00010010000000000001,51,40,0
799.7264035999999,0.00010120000000000001,52,40,0
806.4607250999999,0.0004557,53,40,0
814.6793504000001,0.0001692,54,40,0
821.1412779999999,0.000874,55,40,0
828.9915167999999,0.0001152,56,40,0
834.5606654,0.0001261,57,40,0
840.9770431999999,0.0084476,58,40,0
845.383275,0.0105039,59,40,0
852.21066,0.008140000000000001,60,40,0
857.0702339,0.0083325,61,40,0
863.561988,0.0087618,62,40,0
867.8608710999998,0.0092185,63,40,0
873.8408536,0.009318400000000001,64,40,0
877.65279,0.012106500000000001,65,40,0
882.98,0.212,66,40,1
886.388,0.321,67,40,1
891.324,0.432,68,40,1
894.236,0.545,69,40,1
898.81,0.55,70,40,1
901.098,0.555,71,40,1
905.072,0.672,72,40,1
907.051,0.339,73,40,1
637.214,0.474,38,41,1
652.08,0.4,39,41,1
668.088,0.405,40,41,1
681.584,0.328,41,41,1
695.4560787,0.16208240000000002,42,41,0
707.1083292000001,0.00040319999999999993,43,41,0
720.2654945,0.004097000000000001,44,41,0
731.1911865999999,0.0054954,45,41,0
744.0029373,0.006803400000000001,46,41,0
754.3713144,0.0578072,47,41,0
766.8968376,0.0236295,48,41,0
777.0039300000001,0.003321,49,41,0
789.0517453000001,0.0029302,50,41,0
796.9383252000001,0.0017848000000000002,51,41,0
805.7691957000001,0.001488,52,41,0
812.9967316000001,0.0014946000000000002,53,41,0
821.4852635,0.000513,54,41,0
828.3731328,0.000144,55,41,0
836.4444248000001,0.0042486,56,41,0
842.4375568,0.004997999999999999,57,41,0
849.3196041,0.0120087,58,41,0
854.8468300000001,0.00798,59,41,0
862.0183855,0.0037471,60,41,0
867.496485,0.0025092,61,41,0
874.298196,0.0039346,62,41,0
879.1518528,0.0017888,63,41,0
885.3277125,0.004032,64,41,0
889.6861642,0.0014204,65,41,0
895.2786085999999,0.008025000000000001,66,41,0
899.1713232000001,0.008240400000000002,67,41,0
904.3872463,0.4308116,68,41,0
908.078677,0.838343,69,41,0
912.753,0.333,70,41,1
915.936,0.336,71,41,1
920.159,0.452,72,41,1
923.058,0.456,73,41,1
927.015,0.46,74,41,1
929.392,0.348,75,41,1
652.374,0.486,39,42,1
669.366,0.41,40,42,1
683.422,0.415,41,42,1
699.3,0.336,42,42,1
710.71322,0.0158355,43,42,0
725.385705,0.0029326,44,42,0
736.2309141000001,0.0028536,45,42,0
750.1039656,0.0038192,46,42,0
760.5036739,0.003916,47,42,0
773.732565,0.0034649999999999998,48,42,0
783.8402026,0.006242599999999999,49,42,0
796.5112704000001,0.00015639999999999998,50,42,0
804.5810835,0.000186,51,42,0
814.2594054,0.000141,52,42,0
821.628514,0.0001235,53,42,0
830.782848,0.0001248,54,42,0
837.6039822,0.0001649,55,42,0
846.2465718,0.0001764,56,42,0
852.1720217999999,0.00022769999999999998,57,42,0
860.46626,0.0003,58,42,0
865.8645059,0.00031309999999999997,59,42,0
873.9767388,0.008302799999999999,60,42,0
879.4415216,0.0092185,61,42,0
886.9022552,0.0089128,62,42,0
891.960615,0.009051,63,42,0
898.8291412000001,0.0091266,64,42,0
903.3174329999999,0.0092234,65,42,0
909.5930748000001,0.0092232,66,42,0
913.5743767000001,0.0111834,67,42,0
919.52223,0.024222,68,42,0
922.9975452000001,0.0125763,69,42,0
928.592,0.224,70,42,1
931.798,0.339,71,42,1
936.966,0.342,72,42,1
939.895,0.345,73,42,1
944.588,0.464,74,42,1
947.232,0.468,75,42,1
951.906,0.472,76,42,1
954.261,0.357,77,42,1
667.569,0.498,40,43,1
682.08,0.42,41,43,1
698.275,0.425,42,43,1
712.08,0.258,43,43,1
726.2538063,0.0041934,44,43,0
738.3053744000001,0.004100800000000001,45,43,0
752.1012462000001,0.0038181000000000005,46,43,0
763.5024000000001,0.001026,47,43,0
776.8356778000001,0.002366,48,43,0
787.846048,0.0031004,49,43,0
800.5977726,0.0010137,50,43,0
809.2213062000001,0.0040701999999999995,51,43,0
819.1556545,0.005082499999999999,52,43,0
827.0272608,0.0051456,53,43,0
836.5013637999999,0.0041225,54,43,0
843.7804606,0.0033810000000000003,55,43,0
852.7474395,0.0009107999999999999,56,43,0
859.51184,0.00135,57,43,0
867.9067966,0.0240077,58,43,0
874.2064428000001,0.009169799999999999,59,43,0
882.3087635,0.0098056,60,43,0
888.275128,0.0248872,61,43,0
896.1337770000001,0.035259,62,43,0
901.6950420000002,0.012253599999999998,63,43,0
908.7400753000001,0.0086777,64,43,0
913.9842575999999,0.008769599999999999,65,43,0
920.4155763999998,0.009668300000000001,66,43,0
925.238633,0.009493,67,43,0
931.3000566,0.010578299999999999,68,43,0
935.6056303999999,0.0055103999999999995,69,43,0
941.2295676000001,0.0033561,70,43,0
945.0896286,0.43314300000000006,71,43,0
950.36,0.23,72,43,1
953.868,0.348,73,43,1
958.815,0.351,74,43,1
962.054,0.354,75,43,1
966.994,0.476,76,43,1
969.96,0.48,77,43,1
974.534,0.484,78,43,1
977.342,0.244,79,43,1
682.295,0.51,41,44,1
699.438,0.43,42,44,1
713.487,0.435,43,44,1
730.224,0.264,44,44,1
742.2934640000001,0.024216900000000003,45,44,0
756.8791560000001,0.003726,46,44,0
768.3065117,0.0022204,47,44,0
782.439208,0.002714,48,44,0
793.4260311,0.0020646,49,44,0
806.864228,0.0031395999999999998,50,44,0
815.809707,0.0095,51,44,0
826.503648,0.0001728,52,44,0
834.6151503,0.0027645,53,44,0
844.790772,0.0064582,54,44,0
852.2626068000001,0.0003465,55,44,0
861.9359300000001,0.00033999999999999997,56,44,0
868.737966,0.00041410000000000004,57,44,0
877.957605,0.00041820000000000003,58,44,0
884.1896567999999,0.00044290000000000003,59,44,0
893.0895791999999,0.002496,60,44,0
898.9996679999999,0.002499,61,44,0
907.4597036,0.005395400000000001,62,44,0
913.0703332,0.0086777,63,44,0
920.9404835999999,0.008683199999999999,64,44,0
926.088852,0.0089489,65,44,0
933.494353,0.008921000000000002,66,44,0
938.2783601999998,0.0096792,67,44,0
945.1952272,0.0095984,68,44,0
949.5034841,0.038284399999999996,69,44,0
955.9282014,0.0035568,70,44,0
959.88361,0.025162,71,44,0
965.918544,0.0037235999999999997,72,44,0
969.4108125,0.4331457,73,44,0
975.034,0.236,74,44,1
978.18,0.357,75,44,1
983.88,0.36,76,44,1
986.876,0.363,77,44,1
992.104,0.488,78,44,1
994.947,0.492,79,44,1
1000.06,0.62,80,44,1
1002.875,0.25,81,44,1
711.92,0.44,43,45,1
728.821,0.356,44,45,1
742.86,0.18,45,45,1
757.848,0.273,46,45,1
770.3547411999999,0.0043792,47,45,0
784.4387715,0.0026319,48,45,0
796.4059102,0.0033746,49,45,0
809.9102164999999,0.0038855,50,45,0
819.328656,0.0100032,51,45,0
830.3098052999999,0.0354632,52,45,0
838.9587724,0.011907,53,45,0
849.4393941000001,0.019453500000000002,54,45,0
857.5173199999999,0.01813,55,45,0
867.4099372,0.0058378,56,45,0
874.8521436,0.0064056,57,45,0
884.1718480999999,0.0022969,58,45,0
891.1708103999999,0.0022984,59,45,0
900.1340564999999,0.002499,60,45,0
906.7167602,0.0053847999999999995,61,45,0
915.2891279999999,0.012048200000000002,62,45,0
921.5278956,0.013996799999999998,63,45,0
929.5673036,0.0040439,64,45,0
935.468061,0.017809,65,45,0
943.0145637,0.0068487,66,45,0
948.5130591999999,0.044083199999999996,67,45,0
955.6202645000001,0.0071303,68,45,0
960.6349194000001,0.0715578,69,45,0
967.225187,0.007314,70,45,0
971.8030268000001,0.07383399999999998,71,45,0
978.0353621999999,0.008891999999999999,72,45,0
982.0967602000001,0.0242372,73,45,0
988.1040407,0.009317699999999998,74,45,0
991.92,0.24,75,45,1
997.6740037,0.6194474,76,45,0
1001.376,0.244,77,45,1
1006.755,0.369,78,45,1
1010.352,0.372,79,45,1
1015.5,0.5,80,45,1
1018.962,0.504,81,45,1
1023.62,0.635,82,45,1
1025.28,0.256,83,45,1
730.17,0.36,44,46,1
744.653,0.455,45,46,1
761.352394,0.3450276,46,46,0
773.6264241,0.37000980000000006,47,46,0
788.8182208000001,0.0042864,48,46,0
800.7531665,0.0030304999999999998,49,46,0
815.0419871999999,0.0041952,50,46,0
824.7357391,0.0048403,51,46,0
836.3221902,0.0047431999999999995,52,46,0
845.2553868,0.0051084,53,46,0
856.3565199999999,0.01764,54,46,0
864.6473044,0.0045854,55,46,0
875.1894474,0.00041820000000000003,56,46,0
882.8147819,0.0008755000000000001,57,46,0
892.8242439999999,0.0013415999999999999,58,46,0
899.9183445,0.001134,59,46,0
909.4793003999999,0.0011024000000000001,60,46,0
916.0157221999999,0.0011983999999999999,61,46,0
925.2386028000001,0.0011124000000000002,62,46,0
931.3921925,0.0011118,63,46,0
940.18793,0.000616,64,46,0
945.9142278,0.0007326,65,46,0
954.320696,0.0065408,66,46,0
959.6614834999999,0.0069495,67,46,0
967.6326384,0.006954,68,46,0
972.639433,0.013547,69,46,0
980.115958,0.007134000000000001,70,46,0
984.7801431000001,0.007253999999999999,71,46,0
991.8159245999999,0.0024898000000000003,72,46,0
995.9061686,0.008246700000000001,73,46,0
1002.8498040000002,0.0022919999999999998,74,46,0
1006.8238663999999,0.0033516999999999996,75,46,0
1013.329011,0.0195566,76,46,0
1017.2139114000001,0.7894386,77,46,0
1023.248,0.248,78,46,1
1026.875,0.375,79,46,1
1032.822,0.378,80,46,1
1036.32,0.508,81,46,1
1041.536,0.512,82,46,1
1043.094,0.645,83,46,1
1045.98,0.26,84,46,1
1047.083,0.262,85,46,1
743.36,0.368,45,47,1
760.275,0.372,46,47,1
774.372,0.376,47,47,1
789.925,0.38,48,47,1
802.5878688,0.0900864,49,47,0
817.0515737000001,0.012018299999999999,50,47,0
827.2852868000001,0.0329084,51,47,0
839.0026656000001,0.006266699999999999,52,47,0
848.49947,0.005,53,47,0
859.7671965000001,0.004837899999999999,54,47,0
868.7508300000001,0.0081702,55,47,0
879.378156,0.0040994000000000004,56,47,0
887.76324,0.004222399999999999,57,47,0
897.788934,0.0045465,58,47,0
905.7318081999999,0.003021,59,47,0
915.2674284,0.0023861,60,47,0
922.5388296000001,0.0023868,61,47,0
931.7227895,0.0012862,62,47,0
938.531979,0.0012870000000000002,63,47,0
947.3614458,0.0014541,64,47,0
953.8010384,0.0024192,65,47,0
962.3154580000001,0.0166449,66,47,0
968.2907604,0.004560000000000001,67,47,0
976.4138595000001,0.0182735,68,47,0
982.0452468000001,0.0032595999999999997,69,47,0
989.7558254999999,0.013572,70,47,0
995.1990199999999,0.0025134,71,47,0
1002.3622994000001,0.014708400000000002,72,47,0
1007.439372,0.004476,73,47,0
1014.2620025999998,0.0121121,74,47,0
1019.0366101999999,0.038186,75,47,0
1025.5703961,0.0326073,76,47,0
1030.3030792,0.25150920000000004,77,47,0
1036.6643875,0.43315,78,47,0
1040.886,0.252,79,47,1
1046.988,0.254,80,47,1
1051.008,0.256,81,47,1
1056.252,0.387,82,47,1
1058.46,0.39,83,47,1
1061.362,0.524,84,47,1
1062.996,0.528,85,47,1
1065.729,0.532,86,47,1
761.588,0.47,46,48,1
776.245,0.57,47,48,1
792.864,0.384,48,48,1
806.0992261,0.42017489999999996,49,48,0
821.0729394,0.051793,50,48,0
831.4389666000001,0.0015840000000000001,51,48,0
843.7737499999998,0.0016799999999999999,52,48,0
853.4869357,0.0014948000000000001,53,48,0
865.3814844,0.0016625999999999998,54,48,0
874.4447341,0.0018128000000000003,55,48,0
885.8328127999999,0.0016744,56,48,0
894.269586,0.0013965,57,48,0
905.1392152,0.0011024000000000001,58,48,0
913.0687068,0.0016585,59,48,0
923.4021167999999,0.0011232,60,48,0
930.7253414,0.0015369,61,48,0
940.6403049999999,0.00038500000000000003,62,48,0
947.6158910999999,0.0003552,63,48,0
957.0098272,0.0002464,64,48,0
963.5495762,0.0002486,65,48,0
972.5925389999999,0.00027359999999999993,66,48,0
978.7333980000001,0.0006554999999999999,67,48,0
987.4327276,0.0001624,68,48,0
993.209958,0.0010179,69,48,0
1001.5645299999999,0.020001,70,48,0
1006.9111338999999,0.0376992,71,48,0
1014.9628799999999,0.0037319999999999996,72,48,0
1020.1506612,0.0019481,73,48,0
1027.7605374,0.0022936000000000002,74,48,0
1032.6336465,0.0026937,75,48,0
1039.9902196,0.002604,76,48,0
1044.7101875,0.0028875,77,48,0
1051.6891517999998,0.0023058,78,48,0
1056.2459317,0.0061976,79,48,0
1062.8142976,0.0064383999999999995,80,48,0
1066.7695119,0.0053148,81,48,0
1072.836284,0.022359999999999998,82,48,0
1075.0017724,0.0192439,83,48,0
1078.3267572000002,0.0600732,84,48,0
1080.093,0.266,85,48,1
1083.524,0.268,86,48,1
1084.86,0.405,87,48,1
774.624,0.48,47,49,1
792.005,0.388,48,49,1
806.54,0.294,49,49,1
822.096,0.297,50,49,1
832.9749499999999,0.00224,51,49,0
845.413026,0.0116655,52,49,0
855.6343338000001,0.0045696,53,49,0
867.6431497,0.008981600000000001,54,49,0
877.2647519999999,0.005772,55,49,0
888.7939725,0.010248000000000002,56,49,0
897.8328578000002,0.0122218,57,49,0
908.8626973000001,0.009651400000000001,58,49,0
917.4871727999999,0.00864,59,49,0
927.9281943,0.0039676,60,49,0
935.9799569999999,0.01155,61,49,0
945.9733464000001,0.0034188,62,49,0
953.6427488,0.004256,63,49,0
963.0910561000001,0.00019209999999999998,64,49,0
970.3650588000002,0.0003078,65,49,0
979.4029280000001,3.45e-05,66,49,0
986.1876532000001,0.00022040000000000002,67,49,0
994.9522400999999,0.004878899999999999,68,49,0
1001.3087059999999,0.007752599999999999,69,49,0
1009.8505053,0.007306600000000001,70,49,0
1015.9508999999999,0.040007999999999995,71,49,0
1024.1290807,0.027418599999999998,72,49,0
1029.9371638,0.0500566,73,49,0
1037.8661526,0.0198276,74,49,0
1043.3762132,0.030566,75,49,0
1050.9920625,0.001775,76,49,0
1056.4604442,0.0041958,77,49,0
1063.6022924000001,0.0100076,78,49,0
1068.9838208,0.0013184,79,49,0
1075.6999110000002,0.0019737,80,49,0
1080.84288,0.001794,81,49,0
1087.0320264000002,0.0022007999999999997,82,49,0
1089.4905384,0.0600336,83,49,0
1092.861,0.266,84,49,1
1095.182,0.134,85,49,1
1098.36,0.27,86,49,1
1100.376,0.272,87,49,1
1103.261,0.411,88,49,1
807.939,0.594,49,50,1
825.1626,0.24001000000000003,50,50,0
836.391403,0.3000003,51,50,0
849.0919926,0.1001028,52,50,0
859.329,0.103,53,50,1
871.9267856,0.0057408,54,50,0
881.709045,0.0039689999999999994,55,50,0
893.7960598000001,0.0050880000000000005,56,50,0
903.0259222000001,0.0053072,57,50,0
914.6549484,0.0053784,58,50,0
923.2864946999999,0.007946100000000001,59,50,0
934.569625,0.013772,60,50,0
942.737541,0.005339099999999999,61,50,0
953.5253167999999,0.00029120000000000003,62,50,0
961.2697221,0.0015707,63,50,0
971.5726494,4.5600000000000004e-05,64,50,0
979.118073,3.45e-05,65,50,0
988.6815256,0.00010439999999999999,66,50,0
995.624604,0.0004797,67,50,0
1004.9510238,0.0004956,68,50,0
1011.4344785999999,0.0007259000000000001,69,50,0
1020.53856,0.000924,70,50,0
1026.7087644,0.0009801,71,50,0
1035.5234096,0.0024522,72,50,0
1041.4694499,0.0024846,73,50,0
1049.9575628,0.0013144,74,50,0
1055.6910625,0.001325,75,50,0
1063.8838602,0.0106848,76,50,0
1069.4096213999999,0.0092202,77,50,0
1077.3727872,0.0176768,78,50,0
1082.6732769,0.0172731,79,50,0
1090.28621,0.001872,80,50,0
1095.4898973000002,0.0036156,81,50,0
1102.8431832,0.00198,82,50,0
1105.241837,0.0019019,83,50,0
1108.8730346,0.0031623999999999997,84,50,0
1111.1428395,0.0030780000000000004,85,50,0
1114.792,0.136,86,50,1
1116.824,0.274,87,50,1
1120.284,0.414,88,50,1
1122.147,0.417,89,50,1
1125.32,0.28,90,50,1
834.462,0.408,51,51,1
848.102,0.309,52,51,1
858.832,0.104,53,51,1
871.6041915,0.021829499999999998,54,51,0
882.1333143999999,0.007451800000000001,55,51,0
894.3845807999999,0.0041516,56,51,0
904.2479928,0.005497200000000001,57,51,0
916.1249549,0.005264700000000001,58,51,0
925.3950309999999,0.005961999999999999,59,51,0
936.8533533000001,0.008846699999999999,60,51,0
945.6868959999999,0.0178304,61,51,0
956.5762106,0.0171873,62,51,0
964.7271774,0.019767600000000003,63,51,0
975.305294,0.016031,64,51,0
983.1952128,0.0051504,65,51,0
993.0840777000001,0.008435699999999999,66,51,0
1000.5120408,0.0030208,67,51,0
1010.0626942,0.006997199999999999,68,51,0
1017.0755999999999,0.007199999999999999,69,51,0
1026.3289454,0.0025047000000000003,70,51,0
1033.1353084,0.0025009999999999998,71,51,0
1042.0953108,0.001353,72,51,0
1048.5628108,0.001364,73,51,0
1057.27015,0.0025125,74,51,0
1063.4795136,0.0318528,75,51,0
1071.855997,0.00508,76,51,0
1077.8588672,0.018790400000000002,77,51,0
1085.9297142,0.0212205,78,51,0
1091.657333,0.014209,79,51,0
1099.4243775,0.0020829,80,51,0
1105.1495664,0.0024684000000000004,81,51,0
1112.5091166,0.0031255000000000002,82,51,0
1115.6759332000001,0.0030686,83,51,0
1119.4185690000002,0.002646,84,51,0
1122.3064488000002,0.005834400000000001,85,51,0
1125.9312667999998,0.052169600000000003,86,51,0
1128.564,0.276,87,51,1
1132.016,0.417,88,51,1
1134.42,0.56,89,51,1
1137.729,0.564,90,51,1
1139.834,0.284,91,51,1
848.3618624,0.3176056,52,52,0
859.617864,0.3000165,53,52,0
873.0974292,0.10054099999999999,54,52,0
883.606,0.107,55,52,1
896.8019868000001,0.0054108,56,52,0
906.8070245,0.0043818,57,52,0
919.39276,0.0065780000000000005,58,52,0
928.8217484999999,0.0064269,59,52,0
940.8731024000001,0.0083888,60,52,0
949.7239357999999,0.0279449,61,52,0
961.3378890000001,0.0244302,62,52,0
969.582296,0.027945,63,52,0
980.8546460000001,0.0242092,64,52,0
988.7576751,0.013455,65,52,0
999.424246,0.0183018,66,52,0
1006.9873415,0.0072828,67,52,0
1017.2382839999999,0.001752,68,52,0
1024.4905561,0.025833500000000002,69,52,0
