Z,A,M
  76,245, 251.511
  77,245, 233.071
  78,245, 214.192
  79,245, 197.296
  80,245, 180.840
  81,245, 166.319
  82,245, 152.267
  83,245, 140.019
  84,245, 128.050
  85,245, 117.708
  86,245, 107.689
  87,245,99.265
  88,245,91.204
  89,245,84.703
  90,245,78.604
  91,245,74.028
  92,245,69.583
  93,245,66.161
  94,245,63.313
  95,245,62.014
  96,245,61.321
  97,245,62.136
  98,245,63.586
  99,245,66.501
 100,245,70.074
 101,245,75.065
 102,245,80.735
 103,245,87.772
 104,245,95.504
 105,245, 104.550
 106,245, 114.304
 107,245, 125.314
 108,245, 137.040
  70,246, 401.931
  71,246, 375.974
  72,246, 349.420
  73,246, 326.517
  74,246, 302.127
 75,246, 281.451
 76,246, 259.242
 77,246, 240.805
 78,246, 221.330
 79,246, 205.039
 80,246, 187.209
 81,246, 173.351
 82,246, 157.891
 83,246, 146.414
 84,246, 133.042
 85,246, 123.508
 86,246, 112.033
 87,246, 104.456
 88,246,94.888
 89,246,89.274
 90,246,81.619
 91,246,77.974
 92,246,72.234
 93,246,69.905
 94,246,65.390
 95,246,65.087
 96,246,62.672
 97,246,64.519
 98,246,64.193
 99,246,68.179
100,246,69.926
101,246,76.028
102,246,79.823
103,246,88.014
104,246,93.824
105,246, 104.069
106,246, 111.855
107,246, 124.112
108,246, 133.828
109,246, 148.046
 70,247, 412.599
 71,247, 385.658
 72,247, 359.626
 73,247, 335.597
 74,247, 311.775
 75,247, 289.927
 76,247, 268.337
 77,247, 248.686
 78,247, 229.337
 79,247, 212.311
 80,247, 195.094
 81,247, 179.836
 82,247, 165.049
 83,247, 152.192
 84,247, 139.596
 85,247, 128.629
 86,247, 117.966
 87,247, 108.903
 88,247, 100.187
 89,247,93.038
 90,247,86.277
 91,247,81.047
 92,247,76.243
 93,247,72.721
 94,247,69.174
 95,247,67.178
 96,247,65.765
 97,247,65.865
 98,247,66.579
 99,247,68.765
100,247,71.591
101,247,75.843
102,247,80.758
103,247,87.052
104,247,94.026
105,247, 102.327
106,247, 111.322
107,247, 121.591
108,247, 132.564
109,247, 144.752
110,247, 157.651
 70,248, 422.069
 71,248, 395.721
 72,248, 368.606
 73,248, 345.119
 74,248, 320.167
 75,248, 298.908
 76,248, 276.142
 77,248, 257.130
 78,248, 236.565
 79,248, 219.808
 80,248, 201.736
 81,248, 187.112
 82,248, 170.925
 83,248, 158.823
 84,248, 144.843
 85,248, 134.666
 86,248, 122.567
 87,248, 114.331
 88,248, 104.128
 89,248,97.846
 90,248,89.547
 91,248,85.227
 92,248,78.839
 93,248,76.484
 94,248,71.524
 95,248,70.511
 96,248,67.405
 97,248,68.524
 98,248,67.492
 99,248,70.733
100,248,71.761
101,248,77.109
102,248,80.178
103,248,87.608
104,248,92.688
105,248, 102.170
106,248, 109.227
107,248, 120.722
108,248, 129.714
109,248, 143.176
110,248, 154.052
 70,249, 432.834
 71,249, 405.521
 72,249, 378.908
 73,249, 354.305
 74,249, 329.899
 75,249, 307.478
 76,249, 285.307
 77,249, 265.089
 78,249, 245.170
 79,249, 227.169
 80,249, 209.506
 81,249, 193.871
 82,249, 178.328
 83,249, 164.867
 84,249, 151.645
 85,249, 140.054
 86,249, 128.749
 87,249, 119.047
 88,249, 109.676
 89,249, 101.878
 90,249,94.452
 91,249,88.567
 92,249,83.093
 93,249,79.127
 94,249,75.564
 95,249,72.887
 96,249,70.771
 97,249,70.171
 98,249,70.164
 99,249,71.634
100,249,73.726
101,249,77.253
102,249,81.425
103,249,86.987
104,249,93.213
105,249, 100.780
106,249, 109.027
107,249, 118.563
108,249, 128.792
109,249, 140.252
110,249, 152.414
 70,250, 442.418
 71,250, 415.687
 72,250, 388.002
 73,250, 363.919
 74,250, 338.392
 75,250, 316.536
 76,250, 293.198
 77,250, 273.596
 78,250, 252.468
 79,250, 235.133
 80,250, 216.224
 81,250, 201.160
 82,250, 184.469
 83,250, 171.746
 84,250, 157.159
 85,250, 146.341
 86,250, 133.618
 87,250, 124.726
 88,250, 113.885
 89,250, 106.935
 90,250,97.990
 91,250,92.993
 92,250,85.953
 93,250,82.917
 94,250,77.787
 95,250,76.476
 96,250,72.695
 97,250,73.100
 98,250,71.376
 99,250,73.887
100,250,74.210
101,250,78.816
102,250,81.170
103,250,87.851
104,250,92.212
105,250, 100.941
106,250, 107.279
107,250, 118.021
108,250, 126.297
109,250, 139.012
110,250, 149.179
111,250, 163.817
 70,251, 453.293
 71,251, 425.616
 72,251, 398.412
 73,251, 373.223
 74,251, 348.220
 75,251, 325.211
 76,251, 302.444
 77,251, 281.645
 78,251, 261.138
 79,251, 242.566
 80,251, 224.330
 81,251, 207.994
 82,251, 192.031
 83,251, 178.068
 84,251, 164.222
 85,251, 152.009
 86,251, 140.062
 87,251, 129.722
 88,251, 119.695
 89,251, 111.247
 90,251, 103.155
 91,251,96.611
 92,251,90.465
 93,251,85.836
 94,251,81.642
 95,251,78.931
 96,251,76.328
 97,251,75.042
 98,251,74.329
 99,251,75.098
100,251,76.470
101,251,79.282
102,251,82.724
103,251,87.564
104,251,93.054
105,251,99.896
106,251, 107.405
107,251, 116.216
108,251, 125.709
109,251, 136.450
110,251, 147.883
111,251, 160.506
 70,252, 463.003
 71,252, 435.897
 72,252, 407.631
 73,252, 382.941
 74,252, 356.827
 75,252, 334.360
 76,252, 310.436
 77,252, 290.226
 78,252, 268.519
 79,252, 250.587
 80,252, 231.112
 81,252, 215.469
 82,252, 198.232
 83,252, 184.965
 84,252, 170.016
 85,252, 158.558
 86,252, 145.212
 87,252, 135.663
 88,252, 124.185
 89,252, 116.565
 90,252, 106.972
 91,252, 101.296
 92,252,93.602
 93,252,89.881
 94,252,84.093
 95,252,82.334
 96,252,78.456
 97,252,78.237
 98,252,75.834
 99,252,77.630
100,252,77.260
101,252,81.137
102,252,82.788
103,252,88.731
104,252,92.383
105,252, 100.370
106,252, 105.996
107,252, 115.996
108,252, 123.562
109,252, 135.538
110,252, 145.002
111,252, 158.909
112,252, 170.222
 71,253, 445.968
 72,253, 418.162
 73,253, 392.376
 74,253, 366.764
 75,253, 343.154
 76,253, 319.776
 77,253, 298.378
 78,253, 277.266
 79,253, 258.105
 80,253, 239.278
 81,253, 222.367
 82,253, 205.832
 83,253, 191.369
 84,253, 176.976
 85,253, 164.518
 86,253, 151.930
 87,253, 140.952
 88,253, 130.269
 89,253, 121.169
 90,253, 112.409
 91,253, 105.204
 92,253,98.382
 93,253,93.087
 94,253,88.213
 95,253,84.833
 96,253,81.913
 97,253,80.454
 98,253,79.064
 99,253,79.145
100,253,79.809
101,253,81.920
102,253,84.643
103,253,88.772
104,253,93.536
105,253,99.662
106,253, 106.443
107,253, 114.538
108,253, 123.303
109,253, 133.331
110,253, 144.041
111,253, 155.959
112,253, 168.568
 71,254, 456.377
 72,254, 427.519
 73,254, 402.212
 74,254, 375.497
 75,254, 352.407
 76,254, 327.880
 77,254, 307.048
 78,254, 284.743
 79,254, 266.196
 80,254, 246.137
 81,254, 229.893
 82,254, 212.089
 83,254, 198.459
 84,254, 182.862
 85,254, 170.839
 86,254, 157.374
 87,254, 147.169
 88,254, 135.052
 89,254, 126.762
 90,254, 116.518
 91,254, 110.161
 92,254, 101.808
 93,254,97.400
 94,254,90.949
 95,254,88.500
 96,254,83.958
 97,254,83.472
 98,254,80.842
 99,254,81.951
100,254,80.901
101,254,84.061
102,254,85.020
103,254,90.237
104,254,93.190
105,254, 100.443
106,254, 105.367
107,254, 114.632
108,254, 121.498
109,254, 132.741
110,254, 141.509
111,254, 154.690
112,254, 165.316
113,254, 180.029
 72,255, 438.184
 73,255, 411.790
 74,255, 385.556
 75,255, 361.331
 76,255, 337.328
 77,255, 315.316
 78,255, 293.582
 79,255, 273.813
 80,255, 254.374
 81,255, 236.870
 82,255, 219.740
 83,255, 204.934
 84,255, 190.171
 85,255, 176.912
 86,255, 163.757
 87,255, 152.763
 88,255, 141.423
 89,255, 131.670
 90,255, 122.240
 91,255, 114.372
 92,255, 106.871
 93,255, 100.905
 94,255,95.347
 95,255,91.294
 96,255,87.688
 97,255,85.555
 98,255,83.905
 99,255,83.695
100,255,83.734
101,255,85.156
102,255,87.171
103,255,90.600
104,255,94.648
105,255, 100.068
106,255, 106.128
107,255, 113.515
108,255, 121.560
109,255, 130.883
110,255, 140.876
111,255, 152.095
112,255, 163.995
113,255, 176.698
 72,256, 447.692
 73,256, 421.756
 74,256, 394.428
 75,256, 370.701
 76,256, 345.557
 77,256, 324.086
 78,256, 301.167
 79,256, 281.988
 80,256, 261.323
 81,256, 244.459
 82,256, 226.066
 83,256, 212.080
 84,256, 196.132
 85,256, 183.720
 86,256, 169.322
 87,256, 158.533
 88,256, 146.512
 89,256, 137.550
 90,256, 126.654
 91,256, 119.614
 92,256, 110.598
 93,256, 105.499
 94,256,98.381
 95,256,95.236
 96,256,90.025
 97,256,88.843
 98,256,85.545
 99,256,86.330
100,256,84.948
101,256,87.578
102,256,87.856
103,256,92.356
104,256,94.619
105,256, 101.150
106,256, 105.380
107,256, 113.919
108,256, 120.090
109,256, 130.608
110,256, 138.686
111,256, 151.146
112,256, 161.091
113,256, 175.013
114,256, 186.866
 73,257, 431.491
 74,257, 404.622
 75,257, 379.769
 76,257, 355.126
 77,257, 332.482
 78,257, 310.111
 79,257, 289.716
 80,257, 269.646
 81,257, 251.528
 82,257, 233.782
 83,257, 218.638
 84,257, 203.511
 85,257, 189.882
 86,257, 176.331
 87,257, 164.268
 88,257, 152.342
 89,257, 142.775
 90,257, 132.674
 91,257, 124.139
 92,257, 115.956
 93,257, 109.315
 94,257, 103.069
 95,257,98.337
 96,257,94.039
 97,257,91.227
 98,257,88.886
 99,257,87.998
100,257,87.617
101,257,88.656
102,257,90.234
103,257,93.036
104,257,96.377
105,257, 101.101
106,257, 106.449
107,257, 113.136
108,257, 120.468
109,257, 129.091
110,257, 138.375
111,257, 148.899
112,257, 160.096
113,257, 171.916
114,257, 185.123
 73,258, 443.191
 74,258, 413.646
 75,258, 389.269
 76,258, 363.493
 77,258, 341.368
 78,258, 317.818
 79,258, 297.988
 80,258, 276.699
 81,258, 259.194
 82,258, 240.191
 83,258, 225.853
 84,258, 209.561
 85,258, 196.763
 86,258, 181.989
 87,258, 170.786
 88,258, 157.580
 89,258, 148.016
 90,258, 137.405
 91,258, 129.678
 92,258, 119.998
 93,258, 114.204
 94,258, 106.413
 95,258, 102.567
 96,258,96.682
 97,258,94.797
 98,258,90.825
 99,258,90.908
100,258,88.856
101,258,90.910
102,258,90.777
103,258,94.801
104,258,96.583
105,258, 102.478
106,258, 106.022
107,258, 113.843
108,258, 119.326
109,258, 129.126
110,258, 136.519
111,258, 148.266
112,258, 157.532
113,258, 170.439
114,258, 181.726
115,258, 197.350
 74,259, 425.678
 75,259, 398.493
 76,259, 373.196
 77,259, 349.906
 78,259, 326.879
 79,259, 305.840
 80,259, 285.121
 81,259, 266.368
 82,259, 247.984
 83,259, 232.510
 84,259, 217.022
 85,259, 203.028
 86,259, 189.085
 87,259, 176.627
 88,259, 164.282
 89,259, 153.408
 90,259, 142.705
 91,259, 134.532
 92,259, 125.664
 93,259, 118.344
 94,259, 111.405
 95,259, 105.988
 96,259, 100.994
 97,259,97.495
 98,259,94.456
 99,259,92.884
100,259,91.808
101,259,92.167
102,259,93.055
103,259,95.345
104,259,98.196
105,259, 102.412
106,259, 107.216
107,259, 113.350
108,259, 120.015
109,259, 127.944
110,259, 136.524
111,259, 146.359
112,259, 156.858
113,259, 167.585
114,259, 180.196
115,259, 193.880
 74,260, 436.472
 75,260, 409.935
 76,260, 381.714
 77,260, 358.920
 78,260, 334.721
 79,260, 314.223
 80,260, 292.291
 81,260, 274.125
 82,260, 254.490
 83,260, 239.807
 84,260, 223.175
 85,260, 209.996
 86,260, 194.849
 87,260, 183.234
 88,260, 169.628
 89,260, 159.628
 90,260, 147.609
 91,260, 139.268
 92,260, 130.033
 93,260, 123.539
 94,260, 115.072
 95,260, 110.520
 96,260, 103.953
 97,260, 101.360
 98,260,96.706
 99,260,96.081
100,260,93.350
101,260,94.700
102,260,93.893
103,260,97.220
104,260,98.337
105,260, 103.637
106,260, 106.673
107,260, 113.938
108,260, 118.881
109,260, 128.100
110,260, 134.937
111,260, 146.035
112,260, 154.627
113,260, 166.327
114,260, 177.035
115,260, 192.058
 75,261, 421.041
 76,261, 393.485
 77,261, 367.613
 78,261, 343.913
 79,261, 322.213
 80,261, 300.825
 81,261, 281.417
 82,261, 262.375
 83,261, 246.575
 84,261, 230.733
 85,261, 216.377
 86,261, 202.046
 87,261, 189.194
 88,261, 176.432
 89,261, 165.140
 90,261, 153.997
 91,261, 144.310
 92,261, 134.828
 93,261, 128.017
 94,261, 120.380
 95,261, 114.273
 96,261, 108.576
 97,261, 104.384
 98,261, 100.641
 99,261,98.376
100,261,96.598
101,261,96.268
102,261,96.459
103,261,98.066
104,261, 100.227
105,261, 103.771
106,261, 107.897
107,261, 113.371
108,261, 119.455
109,261, 126.848
110,261, 134.875
111,261, 144.172
112,261, 154.125
113,261, 163.727
114,261, 175.727
115,261, 188.828
 75,262, 432.467
 76,262, 404.000
 77,262, 378.823
 78,262, 351.904
 79,262, 330.720
 80,262, 308.125
 81,262, 289.279
 82,262, 268.991
 83,262, 253.970
 84,262, 237.001
 85,262, 223.447
 86,262, 207.929
 87,262, 195.906
 88,262, 181.900
 89,262, 171.464
 90,262, 159.022
 91,262, 150.223
 92,262, 139.391
 93,262, 132.270
 94,262, 124.383
 95,262, 119.121
 96,262, 111.867
 97,262, 108.558
 98,262, 103.215
 99,262, 101.875
100,262,98.456
101,262,99.093
102,262,97.604
103,262, 100.224
104,262, 100.667
105,262, 105.268
106,262, 107.640
107,262, 114.220
108,262, 118.514
109,262, 127.062
110,262, 133.266
111,262, 143.769
112,262, 151.867
113,262, 162.699
114,262, 172.811
115,262, 187.221
 76,263, 415.755
 77,263, 389.649
 78,263, 363.443
 79,263, 338.861
 80,263, 316.786
 81,263, 296.703
 82,263, 276.982
 83,263, 260.862
 84,263, 244.672
 85,263, 229.957
 86,263, 215.241
 87,263, 201.999
 88,263, 188.821
 89,263, 177.110
 90,263, 165.527
 91,263, 155.399
 92,263, 145.456
 93,263, 136.957
 94,263, 128.696
 95,263, 123.220
 96,263, 116.814
 97,263, 111.922
 98,263, 107.468
 99,263, 104.502
100,263, 102.013
101,263, 100.985
102,263, 100.469
103,263, 101.385
104,263, 102.846
105,263, 105.707
106,263, 109.144
107,263, 113.946
108,263, 119.354
109,263, 126.091
110,263, 133.458
111,263, 142.116
112,263, 151.428
113,263, 160.363
114,263, 171.739
115,263, 184.240
 76,264, 426.268
 77,264, 400.834
 78,264, 373.706
 79,264, 349.867
 80,264, 324.230
 81,264, 304.684
 82,264, 283.721
 83,264, 268.368
 84,264, 251.069
 85,264, 237.142
 86,264, 221.258
 87,264, 208.828
 88,264, 194.424
 89,264, 183.553
 90,264, 170.688
 91,264, 161.431
 92,264, 150.154
 93,264, 142.556
 94,264, 132.912
 95,264, 127.013
 96,264, 120.448
 97,264, 116.418
 98,264, 110.379
 99,264, 108.315
100,264, 104.200
101,264, 104.116
102,264, 101.935
103,264, 103.837
104,264, 103.596
105,264, 107.489
106,264, 109.186
107,264, 115.068
108,264, 118.701
109,264, 126.565
110,264, 132.124
111,264, 141.960
112,264, 149.431
113,264, 159.577
114,264, 169.079
115,264, 182.859
 77,265, 411.658
 78,265, 385.218
 79,265, 360.440
 80,265, 335.562
 81,265, 312.254
 82,265, 291.832
 83,265, 275.399
 84,265, 258.865
 85,265, 243.796
 86,265, 228.699
 87,265, 215.068
 88,265, 201.476
 89,265, 189.348
 90,265, 177.323
 91,265, 166.754
 92,265, 156.349
 93,265, 147.388
 94,265, 138.648
 95,265, 131.338
 96,265, 124.300
 97,265, 120.134
 98,265, 114.961
 99,265, 111.287
100,265, 108.079
101,265, 106.344
102,265, 105.112
103,265, 105.326
104,265, 106.078
105,265, 108.244
106,265, 110.981
107,265, 115.100
108,265, 119.820
109,265, 125.887
110,265, 132.582
111,265, 140.588
112,265, 149.245
113,265, 157.516
114,265, 168.252
115,265, 180.138
 77,266, 422.825
 78,266, 395.469
 79,266, 371.409
 80,266, 345.600
 81,266, 323.080
 82,266, 298.709
 83,266, 283.030
 84,266, 265.405
 85,266, 251.111
 86,266, 234.863
 87,266, 222.030
 88,266, 207.229
 89,266, 195.924
 90,266, 182.635
 91,266, 172.918
 92,266, 161.195
 93,266, 153.118
 94,266, 143.010
 95,266, 136.616
 96,266, 128.163
 97,266, 123.490
 98,266, 118.222
 99,266, 115.428
100,266, 110.608
101,266, 109.794
102,266, 106.911
103,266, 108.087
104,266, 107.150
105,266, 110.324
106,266, 111.335
107,266, 116.508
108,266, 119.467
109,266, 126.635
110,266, 131.535
111,266, 140.691
112,266, 147.522
113,266, 156.984
114,266, 165.860
115,266, 178.995
116,266, 189.602
 78,267, 406.963
 79,267, 381.969
 80,267, 356.895
 81,267, 333.427
 82,267, 309.861
 83,267, 290.214
 84,267, 273.340
 85,267, 257.922
 86,267, 242.447
 87,267, 228.429
 88,267, 214.426
 89,267, 201.880
 90,267, 189.415
 91,267, 178.403
 92,267, 167.534
 93,267, 158.110
 94,267, 148.886
 95,267, 141.097
 96,267, 133.562
 97,267, 127.447
 98,267, 121.636
 99,267, 118.758
100,267, 114.823
101,267, 112.372
102,267, 110.415
103,267, 109.916
104,267, 109.947
105,267, 111.409
106,267, 113.434
107,267, 116.858
108,267, 120.877
109,267, 126.263
110,267, 132.271
111,267, 139.612
112,267, 147.600
113,267, 155.211
114,267, 165.291
115,267, 176.546
116,267, 188.411
 78,268, 417.211
 79,268, 392.911
 80,268, 366.909
 81,268, 344.206
 82,268, 319.700
 83,268, 300.682
 84,268, 280.039
 85,268, 265.382
 86,268, 248.772
 87,268, 235.538
 88,268, 220.342
 89,268, 208.605
 90,268, 194.891
 91,268, 184.714
 92,268, 172.543
 93,268, 163.983
 94,268, 153.408
 95,268, 146.515
 96,268, 137.580
 97,268, 132.396
 98,268, 125.139
 99,268, 121.697
100,268, 117.707
101,268, 116.154
102,268, 112.559
103,268, 113.000
104,268, 111.356
105,268, 113.800
106,268, 114.113
107,268, 118.565
108,268, 120.837
109,268, 127.297
110,268, 131.524
111,268, 139.987
112,268, 146.163
113,268, 154.944
114,268, 163.177
115,268, 175.652
116,268, 185.642
118,268, 211.634
 79,269, 403.466
 80,269, 378.176
 81,269, 354.528
 82,269, 330.803
 83,269, 310.629
 84,269, 290.626
 85,269, 272.364
 86,269, 256.514
 87,269, 242.113
 88,269, 227.700
 89,269, 214.737
 90,269, 201.831
 91,269, 190.375
 92,269, 179.040
 93,269, 169.149
 94,269, 159.440
 95,269, 151.166
 96,269, 143.130
 97,269, 136.518
 98,269, 130.195
 99,269, 125.281
100,269, 120.704
101,269, 119.095
102,269, 116.403
103,269, 115.182
104,269, 114.482
105,269, 115.227
106,269, 116.529
107,269, 119.246
108,269, 122.552
109,269, 127.243
110,269, 132.552
111,269, 139.212
112,269, 146.518
113,269, 153.469
114,269, 162.878
115,269, 173.486
116,269, 184.704
118,269, 210.085
 79,270, 414.388
 80,270, 388.176
 81,270, 365.268
 82,270, 340.606
 83,270, 321.047
 84,270, 299.891
 85,270, 282.292
 86,270, 263.015
 87,270, 249.383
 88,270, 233.793
 89,270, 221.624
 90,270, 207.485
 91,270, 196.847
 92,270, 184.226
 93,270, 175.182
 94,270, 164.136
 95,270, 156.740
 96,270, 147.318
 97,270, 141.617
 98,270, 133.862
 99,270, 129.894
100,270, 123.842
101,270, 121.639
102,270, 118.907
103,270, 118.601
104,270, 116.240
105,270, 117.943
106,270, 117.545
107,270, 121.265
108,270, 122.837
109,270, 128.575
110,270, 132.117
111,270, 139.873
112,270, 145.378
113,270, 153.482
114,270, 161.056
115,270, 172.854
116,270, 182.209
118,270, 206.943
120,270, 235.207
 80,271, 399.421
 81,271, 375.574
 82,271, 351.668
 83,271, 330.969
 84,271, 310.438
 85,271, 291.663
 86,271, 273.060
 87,271, 256.147
 88,271, 241.325
 89,271, 227.946
 90,271, 214.600
 91,271, 202.698
 92,271, 190.896
 93,271, 180.536
 94,271, 170.337
 95,271, 161.575
 96,271, 153.033
 97,271, 145.918
 98,271, 139.077
 99,271, 133.650
100,271, 128.547
101,271, 124.843
102,271, 121.508
103,271, 121.150
104,271, 119.709
105,271, 119.726
106,271, 120.292
107,271, 122.290
108,271, 124.870
109,271, 128.853
110,271, 133.449
111,271, 139.415
112,271, 146.023
113,271, 152.318
114,271, 161.040
115,271, 170.983
116,271, 181.537
118,271, 205.641
120,271, 233.304
 80,272, 409.415
 81,272, 386.283
 82,272, 361.445
 83,272, 340.846
 84,272, 319.357
 85,272, 301.550
 86,272, 281.775
 87,272, 265.557
 88,272, 247.611
 89,272, 235.010
 90,272, 220.446
 91,272, 209.347
 92,272, 196.273
 93,272, 186.743
 94,272, 175.222
 95,272, 167.319
 96,272, 157.405
 97,272, 151.181
 98,272, 142.922
 99,272, 138.420
100,272, 131.855
101,272, 129.112
102,272, 124.274
103,272, 123.319
104,272, 121.829
105,272, 122.780
106,272, 121.660
107,272, 124.634
108,272, 125.494
109,272, 130.498
110,272, 133.339
111,272, 140.373
112,272, 145.195
113,272, 152.622
114,272, 159.521
115,272, 170.626
116,272, 179.329
117,272, 192.280
118,272, 202.769
120,272, 229.795
 81,273, 396.582
 82,273, 372.475
 83,273, 350.215
 84,273, 329.215
 85,273, 310.225
 86,273, 291.644
 87,273, 274.376
 88,273, 257.137
 89,273, 241.537
 90,273, 227.750
 91,273, 215.402
 92,273, 203.130
 93,273, 192.298
 94,273, 181.608
 95,273, 172.353
 96,273, 163.300
 97,273, 155.677
 98,273, 148.310
 99,273, 142.364
100,273, 136.727
101,273, 132.495
102,273, 128.622
103,273, 126.138
104,273, 124.056
105,273, 124.932
106,273, 124.751
107,273, 126.017
108,273, 127.859
109,273, 131.119
110,273, 134.988
111,273, 140.247
112,273, 146.143
113,273, 151.783
114,273, 159.800
115,273, 169.063
116,273, 178.935
117,273, 190.016
118,273, 201.727
120,273, 228.133
 81,274, 407.269
 82,274, 382.234
 83,274, 360.111
 84,274, 337.868
 85,274, 319.388
 86,274, 299.521
 87,274, 283.432
 88,274, 265.323
 89,274, 250.451
 90,274, 233.804
 91,274, 222.242
 92,274, 208.714
 93,274, 198.694
 94,274, 186.695
 95,274, 178.281
 96,274, 167.871
 97,274, 161.119
 98,274, 152.348
 99,274, 147.306
100,274, 140.220
101,274, 136.928
102,274, 131.564
103,274, 130.057
104,274, 126.444
105,274, 126.747
106,274, 126.484
107,274, 128.701
108,274, 128.834
109,274, 133.090
110,274, 135.217
111,274, 141.516
112,274, 145.638
113,274, 152.391
114,274, 158.598
115,274, 168.993
116,274, 177.026
117,274, 189.290
118,274, 199.135
120,274, 224.886
 82,275, 393.240
 83,275, 369.637
 84,275, 347.876
 85,275, 328.132
 86,275, 308.785
 87,275, 291.389
 88,275, 274.395
 89,275, 258.742
 90,275, 242.833
 91,275, 228.516
 92,275, 215.774
 93,275, 204.467
 94,275, 193.281
 95,275, 183.529
 96,275, 173.960
 97,275, 165.822
 98,275, 157.925
 99,275, 151.451
100,275, 145.272
101,275, 140.505
102,275, 136.083
103,275, 133.060
104,275, 130.427
105,275, 129.175
106,275, 128.357
107,275, 130.454
108,275, 131.544
109,275, 134.069
110,275, 137.198
111,275, 141.733
112,275, 146.902
113,275, 151.888
114,275, 159.186
115,275, 167.750
116,275, 176.923
117,275, 187.329
118,275, 198.365
119,275, 210.596
120,275, 223.477
 82,276, 402.990
 83,276, 379.669
 84,276, 356.689
 85,276, 337.449
 86,276, 316.839
 87,276, 299.985
 88,276, 281.686
 89,276, 267.159
 90,276, 250.514
 91,276, 236.957
 92,276, 221.578
 93,276, 211.067
 94,276, 198.586
 95,276, 189.657
 96,276, 178.744
 97,276, 171.459
 98,276, 162.170
 99,276, 156.580
100,276, 148.965
101,276, 145.116
102,276, 139.217
103,276, 137.147
104,276, 132.996
105,276, 132.736
106,276, 130.361
107,276, 131.935
108,276, 132.886
109,276, 136.380
110,276, 137.778
111,276, 143.328
112,276, 146.734
113,276, 152.815
114,276, 158.313
115,276, 167.981
116,276, 175.327
117,276, 186.886
118,276, 196.068
119,276, 209.504
120,276, 220.505
122,276, 248.594
 83,277, 389.348
 84,277, 366.846
 85,277, 346.364
 86,277, 326.268
 87,277, 308.130
 88,277, 290.383
 89,277, 274.531
 90,277, 259.072
 91,277, 244.741
 92,277, 230.133
 93,277, 217.072
 94,277, 205.385
 95,277, 195.133
 96,277, 185.043
 97,277, 176.385
 98,277, 167.950
 99,277, 160.942
100,277, 154.212
101,277, 148.902
102,277, 143.922
103,277, 140.349
104,277, 137.155
105,277, 135.352
106,277, 133.973
107,277, 133.967
108,277, 134.425
109,277, 137.731
110,277, 140.104
111,277, 143.901
112,277, 148.329
113,277, 152.662
114,277, 159.223
115,277, 167.071
116,277, 175.528
117,277, 185.239
118,277, 195.583
119,277, 207.146
120,277, 219.361
122,277, 246.819
 83,278, 399.514
 84,278, 375.815
 85,278, 355.832
 86,278, 334.496
 87,278, 316.893
 88,278, 297.864
 89,278, 282.584
 90,278, 265.803
 91,278, 252.786
 92,278, 237.330
 93,278, 225.060
 94,278, 210.924
 95,278, 201.476
 96,278, 190.056
 97,278, 182.231
 98,278, 172.418
 99,278, 166.273
100,278, 158.121
101,278, 153.707
102,278, 147.261
103,278, 144.619
104,278, 139.919
105,278, 139.085
106,278, 136.161
107,278, 137.162
108,278, 136.039
109,278, 138.898
110,278, 141.050
111,278, 145.836
112,278, 148.511
113,278, 153.920
114,278, 158.692
115,278, 167.616
116,278, 174.256
117,278, 185.092
118,278, 193.592
119,278, 206.330
120,278, 216.675
122,278, 243.469
 84,279, 386.118
 85,279, 364.916
 86,279, 344.087
 87,279, 325.223
 88,279, 306.738
 89,279, 290.156
 90,279, 273.959
 91,279, 259.599
 92,279, 245.626
 93,279, 232.359
 94,279, 219.026
 95,279, 207.195
 96,279, 196.579
 97,279, 187.395
 98,279, 178.416
 99,279, 170.866
100,279, 163.579
101,279, 157.715
102,279, 152.168
103,279, 148.035
104,279, 144.269
105,279, 141.903
106,279, 139.951
107,279, 139.384
108,279, 139.273
109,279, 140.527
110,279, 142.276
111,279, 146.780
112,279, 150.450
113,279, 154.131
114,279, 159.938
115,279, 167.052
116,279, 174.775
117,279, 183.774
118,279, 193.406
119,279, 204.281
120,279, 215.810
122,279, 241.952
 84,280, 395.242
 85,280, 374.533
 86,280, 352.486
 87,280, 334.150
 88,280, 314.406
 89,280, 298.389
 90,280, 280.891
 91,280, 267.135
 92,280, 251.823
 93,280, 240.268
 94,280, 225.760
 95,280, 214.753
 96,280, 201.835
 97,280, 193.465
 98,280, 183.121
 99,280, 176.415
100,280, 167.717
101,280, 162.729
102,280, 155.728
103,280, 152.504
104,280, 147.244
105,280, 145.824
106,280, 142.338
107,280, 142.754
108,280, 141.073
109,280, 143.351
110,280, 143.494
111,280, 147.652
112,280, 150.997
113,280, 155.736
114,280, 159.764
115,280, 167.926
116,280, 173.841
117,280, 183.936
118,280, 191.734
119,280, 203.755
120,280, 213.424
121,280, 227.357
122,280, 238.881
 85,281, 383.783
 86,281, 362.238
 87,281, 342.662
 88,281, 323.455
 89,281, 306.158
 90,281, 289.235
 91,281, 274.159
 92,281, 259.462
 93,281, 246.548
 94,281, 233.854
 95,281, 221.588
 96,281, 209.505
 97,281, 198.883
 98,281, 189.352
 99,281, 181.253
100,281, 173.401
101,281, 166.975
102,281, 160.852
103,281, 156.148
104,281, 151.799
105,281, 148.860
106,281, 146.322
107,281, 145.181
108,281, 144.487
109,281, 145.171
110,281, 146.343
111,281, 148.873
112,281, 151.928
