Z,N,BE
102,164,1958.26
102,165,1962.46
102,166,1968.05
102,167,1972.18
102,168,1977.77
102,169,1981.74
102,170,1987.13
102,171,1991.3
102,172,1996.64
102,173,2000.67
102,174,2005.81
102,175,2009.55
102,176,2014.26
102,177,2017.85
102,178,2022.59
102,179,2025.66
102,180,2029.87
102,181,2033.01
102,182,2037.22
102,183,2040.23
102,184,2044.19
102,185,2046.25
102,186,2049.79
102,187,2051.89
102,188,2055.39
102,189,2057.61
102,190,2061.38
102,191,2063.75
102,192,2067.43
102,193,2069.61
102,194,2073.02
102,195,2075.05
102,196,2078.41
102,197,2080.34
102,198,2083.66
102,199,2085.53
102,200,2088.67
102,201,2090.4
102,202,2093.37
102,203,2094.78
102,204,2097.32
102,205,2098.48
102,206,2100.75
102,207,2101.71
102,208,2103.97
102,209,2104.83
102,210,2107.11
102,211,2107.92
102,212,2109.77
102,213,2110.51
102,214,2112.46
102,215,2113.11
102,216,2115.0
102,217,2115.59
102,218,2117.29
102,219,2117.72
102,220,2119.23
102,221,2119.5
102,222,2120.71
102,223,2120.6
102,224,2121.64
102,225,2121.46
102,226,2122.38
102,227,2122.11
102,228,2122.9
102,229,2122.38
102,230,2123.02
102,231,2122.52
102,232,2123.06
102,233,2122.39
102,234,2122.53
102,235,2121.96
102,236,2122.45
103,132,1716.75
103,133,1725.92
103,134,1736.34
103,135,1745.2
103,136,1755.25
103,137,1763.72
103,138,1773.41
103,139,1781.72
103,140,1791.31
103,141,1799.48
103,142,1808.96
103,143,1816.82
103,144,1825.82
103,145,1833.43
103,146,1842.18
103,147,1849.58
103,148,1858.06
103,149,1865.26
103,150,1873.52
103,151,1880.4
103,152,1888.22
103,153,1894.36
103,154,1901.66
103,155,1907.57
103,156,1914.51
103,157,1920.39
103,158,1927.27
103,159,1932.99
103,160,1939.84
103,161,1945.36
103,162,1951.92
103,163,1957.01
103,164,1962.86
103,165,1967.38
103,166,1972.94
103,167,1977.39
103,168,1982.96
103,169,1987.26
103,170,1992.61
103,171,1997.07
103,172,2002.42
103,173,2006.79
103,174,2011.94
103,175,2016.0
103,176,2020.73
103,177,2024.47
103,178,2029.23
103,179,2032.64
103,180,2036.94
103,181,2040.29
103,182,2044.49
103,183,2047.81
103,184,2051.8
103,185,2054.21
103,186,2057.8
103,187,2060.22
103,188,2063.71
103,189,2066.18
103,190,2069.92
103,191,2072.65
103,192,2076.29
103,193,2078.76
103,194,2082.26
103,195,2084.59
103,196,2087.98
103,197,2090.27
103,198,2093.51
103,199,2095.75
103,200,2098.95
103,201,2100.98
103,202,2103.91
103,203,2105.69
103,204,2108.22
103,205,2109.57
103,206,2112.01
103,207,2113.23
103,208,2115.44
103,209,2116.63
103,210,2118.73
103,211,2119.81
103,212,2121.89
103,213,2122.94
103,214,2124.88
103,215,2125.87
103,216,2127.77
103,217,2128.62
103,218,2130.35
103,219,2131.02
103,220,2132.6
103,221,2133.13
103,222,2134.35
103,223,2134.58
103,224,2135.62
103,225,2135.71
103,226,2136.63
103,227,2136.71
103,228,2137.32
103,229,2137.19
103,230,2137.85
103,231,2137.61
103,232,2138.16
103,233,2137.73
103,234,2138.1
103,235,2137.41
103,236,2137.8
104,134,1735.82
104,135,1744.69
104,136,1755.11
104,137,1763.7
104,138,1773.67
104,139,1782.0
104,140,1791.93
104,141,1800.09
104,142,1809.95
104,143,1817.83
104,144,1827.2
104,145,1834.85
104,146,1843.96
104,147,1851.42
104,148,1860.29
104,149,1867.52
104,150,1876.18
104,151,1883.14
104,152,1891.32
104,153,1897.6
104,154,1905.25
104,155,1911.22
104,156,1918.61
104,157,1924.53
104,158,1931.79
104,159,1937.67
104,160,1944.84
104,161,1950.45
104,162,1957.41
104,163,1962.55
104,164,1968.75
104,165,1973.27
104,166,1979.15
104,167,1983.63
104,168,1989.54
104,169,1993.84
104,170,1999.59
104,171,2004.08
104,172,2009.78
104,173,2014.17
104,174,2019.69
104,175,2023.76
104,176,2028.82
104,177,2032.52
104,178,2037.62
104,179,2041.06
104,180,2045.67
104,181,2049.13
104,182,2053.65
104,183,2056.98
104,184,2061.23
104,185,2063.57
104,186,2067.47
104,187,2069.78
104,188,2073.57
104,189,2076.0
104,190,2079.81
104,191,2082.48
104,192,2086.46
104,193,2088.97
104,194,2092.77
104,195,2095.12
104,196,2098.82
104,197,2101.14
104,198,2104.72
104,199,2106.91
104,200,2110.46
104,201,2112.54
104,202,2115.77
104,203,2117.43
104,204,2120.25
104,205,2121.66
104,206,2124.32
104,207,2125.65
104,208,2128.22
104,209,2129.38
104,210,2131.88
104,211,2132.91
104,212,2135.16
104,213,2136.25
104,214,2138.56
104,215,2139.54
104,216,2141.72
104,217,2142.6
104,218,2144.61
104,219,2145.32
104,220,2147.13
104,221,2147.67
104,222,2149.27
104,223,2149.47
104,224,2150.8
104,225,2150.96
104,226,2152.17
104,227,2152.05
104,228,2153.13
104,229,2153.07
104,230,2153.96
104,231,2153.8
104,232,2154.58
104,233,2154.29
104,234,2154.82
104,235,2154.16
105,136,1752.95
105,137,1761.88
105,138,1771.95
105,139,1780.59
105,140,1790.62
105,141,1799.19
105,142,1808.94
105,143,1817.17
105,144,1826.58
105,145,1834.61
105,146,1843.81
105,147,1851.65
105,148,1860.59
105,149,1868.18
105,150,1876.96
105,151,1884.27
105,152,1892.55
105,153,1899.19
105,154,1906.93
105,155,1913.32
105,156,1920.75
105,157,1927.02
105,158,1934.4
105,159,1940.63
105,160,1947.87
105,161,1953.83
105,162,1960.86
105,163,1966.34
105,164,1972.56
105,165,1977.39
105,166,1983.28
105,167,1988.03
105,168,1993.91
105,169,1998.55
105,170,2004.29
105,171,2009.13
105,172,2014.85
105,173,2019.57
105,174,2025.11
105,175,2029.51
105,176,2034.59
105,177,2038.34
105,178,2043.54
105,179,2047.32
105,180,2051.97
105,181,2055.73
105,182,2060.23
105,183,2063.82
105,184,2068.09
105,185,2070.78
105,186,2074.7
105,187,2069.45
105,188,2081.17
105,189,2083.87
105,190,2087.56
105,191,2090.53
105,192,2094.54
105,193,2097.34
105,194,2101.16
105,195,2103.84
105,196,2107.6
105,197,2110.2
105,198,2113.8
105,199,2116.31
105,200,2119.82
105,201,2122.23
105,202,2125.46
105,203,2127.46
105,204,2130.29
105,205,2132.05
105,206,2134.69
105,207,2136.31
105,208,2138.85
105,209,2140.37
105,210,2142.83
105,211,2144.33
105,212,2146.54
105,213,2147.93
105,214,2150.18
105,215,2151.36
105,216,2153.58
105,217,2154.77
105,218,2156.79
105,219,2157.8
105,220,2159.62
105,221,2160.48
105,222,2162.03
105,223,2162.52
105,224,2163.91
105,225,2164.35
105,226,2165.4
105,227,2165.74
105,228,2166.81
105,229,2167.02
105,230,2167.95
105,231,2168.05
105,232,2168.83
105,233,2168.84
105,234,2169.36
106,138,1771.51
106,139,1780.16
106,140,1790.49
106,141,1799.0
106,142,1809.18
106,143,1817.43
106,144,1827.24
106,145,1835.31
106,146,1844.89
106,147,1852.76
106,148,1862.11
106,149,1869.73
106,150,1878.9
106,151,1886.28
106,152,1894.91
106,153,1901.64
106,154,1909.73
106,155,1916.17
106,156,1923.99
106,157,1930.33
106,158,1938.07
106,159,1944.38
106,160,1951.97
106,161,1958.03
106,162,1965.39
106,163,1970.89
106,164,1977.49
106,165,1982.37
106,166,1988.57
106,167,1993.34
106,168,1999.51
106,169,2004.19
106,170,2010.35
106,171,2015.24
106,172,2021.37
106,173,2026.13
106,174,2032.0
106,175,2036.47
106,176,2041.77
106,177,2045.71
106,178,2051.2
106,179,2055.03
106,180,2060.05
106,181,2063.83
106,182,2068.69
106,183,2072.32
106,184,2076.86
106,185,2079.41
106,186,2083.61
106,187,2086.2
106,188,2090.16
106,189,2092.92
106,190,2096.87
106,191,2099.53
106,192,2103.85
106,193,2106.68
106,194,2110.8
106,195,2113.48
106,196,2117.57
106,197,2120.18
106,198,2124.14
106,199,2126.66
106,200,2130.48
106,201,2132.83
106,202,2136.39
106,203,2138.42
106,204,2141.6
106,205,2143.36
106,206,2146.25
106,207,2147.9
106,208,2150.75
106,209,2152.34
106,210,2155.11
106,211,2156.67
106,212,2159.32
106,213,2160.6
106,214,2163.08
106,215,2164.27
106,216,2166.63
106,217,2167.83
106,218,2170.12
106,219,2171.11
106,220,2173.21
106,221,2174.08
106,222,2175.91
106,223,2176.49
106,224,2178.16
106,225,2178.43
106,226,2179.95
106,227,2180.29
106,228,2181.69
106,229,2181.89
106,230,2183.13
106,231,2183.23
106,232,2184.39
106,233,2184.31
107,140,1788.32
107,141,1797.18
107,142,1807.33
107,143,1816.04
107,144,1825.9
107,145,1834.3
107,146,1843.93
107,147,1852.15
107,148,1861.57
107,149,1869.57
107,150,1878.81
107,151,1886.52
107,152,1895.26
107,153,1902.32
107,154,1910.52
107,155,1917.37
107,156,1925.23
107,157,1932.01
107,158,1939.81
107,159,1946.46
107,160,1954.16
107,161,1960.58
107,162,1967.93
107,163,1973.81
107,164,1980.45
107,165,1985.66
107,166,1991.87
107,167,1996.94
107,168,2002.96
107,169,2008.08
107,170,2014.31
107,171,2019.56
107,172,2025.7
107,173,2030.79
107,174,2036.67
107,175,2041.46
107,176,2046.87
107,177,2051.04
107,178,2056.43
107,179,2060.63
107,180,2065.68
107,181,2069.74
107,182,2074.67
107,183,2078.6
107,184,2083.14
107,185,2085.99
107,186,2090.21
107,187,2093.07
107,188,2097.03
107,189,2092.23
107,190,2103.98
107,191,2106.85
107,192,2111.06
107,193,2114.2
107,194,2118.31
107,195,2121.31
107,196,2125.36
107,197,2128.34
107,198,2132.26
107,199,2135.12
107,200,2138.95
107,201,2141.64
107,202,2145.2
107,203,2147.42
107,204,2150.64
107,205,2152.71
107,206,2155.68
107,207,2157.67
107,208,2160.57
107,209,2162.46
107,210,2165.31
107,211,2167.07
107,212,2169.77
107,213,2171.44
107,214,2173.86
107,215,2175.25
107,216,2177.67
107,217,2178.99
107,218,2181.22
107,219,2182.52
107,220,2184.71
107,221,2185.85
107,222,2187.7
107,223,2188.65
107,224,2190.15
107,225,2190.88
107,226,2192.44
107,227,2193.09
107,228,2194.49
107,229,2195.01
107,230,2196.25
107,231,2196.62
107,232,2197.82
108,142,1806.69
108,143,1815.32
108,144,1825.57
108,145,1834.07
108,146,1844.07
108,147,1852.32
108,148,1862.13
108,149,1870.14
108,150,1879.72
108,151,1887.46
108,152,1896.55
108,153,1903.73
108,154,1912.32
108,155,1919.21
108,156,1927.52
108,157,1934.33
108,158,1942.52
108,159,1949.22
108,160,1957.33
108,161,1963.73
108,162,1971.48
108,163,1977.48
108,164,1984.48
108,165,1989.72
108,166,1996.24
108,167,2001.32
108,168,2007.68
108,169,2012.89
108,170,2019.54
108,171,2024.87
108,172,2031.37
108,173,2036.49
108,174,2042.73
108,175,2047.51
108,176,2053.34
108,177,2057.69
108,178,2063.36
108,179,2067.58
108,180,2073.01
108,181,2077.16
108,182,2082.34
108,183,2086.27
108,184,2091.11
108,185,2093.79
108,186,2098.28
108,187,2101.05
108,188,2105.27
108,189,2100.36
108,190,2104.73
108,191,2115.26
108,192,2119.5
108,193,2122.66
108,194,2127.09
108,195,2130.09
108,196,2134.48
108,197,2137.41
108,198,2141.64
108,199,2144.47
108,200,2148.64
108,201,2151.31
108,202,2155.18
108,203,2157.43
108,204,2160.89
108,205,2162.98
108,206,2166.24
108,207,2168.25
108,208,2171.44
108,209,2173.32
108,210,2176.41
108,211,2178.28
108,212,2181.23
108,213,2182.95
108,214,2185.65
108,215,2187.04
108,216,2189.72
108,217,2191.11
108,218,2193.57
108,219,2194.87
108,220,2197.25
108,221,2198.42
108,222,2200.66
108,223,2201.43
108,224,2203.37
108,225,2204.2
108,226,2206.05
108,227,2206.77
108,228,2208.98
108,229,2209.37
108,230,2210.95
108,231,2211.12
109,144,1823.24
109,145,1832.05
109,146,1842.2
109,147,1850.77
109,148,1860.61
109,149,1868.95
109,150,1878.6
109,151,1886.7
109,152,1895.83
109,153,1903.38
109,154,1912.04
109,155,1919.34
109,156,1927.7
109,157,1934.92
109,158,1943.16
109,159,1950.28
109,160,1958.39
109,161,1965.19
109,162,1973.06
109,163,1979.43
109,164,1986.45
109,165,1992.1
109,166,1998.63
109,167,2004.03
109,168,2010.4
109,169,2016.0
109,170,2022.73
109,171,2028.41
109,172,2034.92
109,173,2040.35
109,174,2046.62
109,175,2051.74
109,176,2057.55
109,177,2062.18
109,178,2067.94
109,179,2072.49
109,180,2077.95
109,181,2082.45
109,182,2087.68
109,183,2091.91
109,184,2096.75
109,185,2099.71
109,186,2104.21
109,187,2107.2
109,188,2111.42
109,189,2114.5
109,190,2118.67
109,191,2121.85
109,192,2125.97
109,193,2129.29
109,194,2133.75
109,195,2137.12
109,196,2141.45
109,197,2144.67
109,198,2148.93
109,199,2152.03
109,200,2156.19
109,201,2159.18
109,202,2163.02
109,203,2165.57
109,204,2169.01
109,205,2171.33
109,206,2174.66
109,207,2176.97
109,208,2180.22
109,209,2182.4
109,210,2185.55
109,211,2187.69
109,212,2190.64
109,213,2192.58
109,214,2195.25
109,215,2197.03
109,216,2199.62
109,217,2201.24
109,218,2203.81
109,219,2205.45
109,220,2207.91
109,221,2209.35
109,222,2211.43
109,223,2212.64
109,224,2214.68
109,225,2215.85
109,226,2217.77
109,227,2218.73
109,228,2221.42
109,229,2222.06
109,230,2223.62
110,146,1841.32
110,147,1849.91
110,148,1860.22
110,149,1868.6
110,150,1878.54
110,151,1886.67
110,152,1896.16
110,153,1903.74
110,154,1912.77
110,155,1920.13
110,156,1928.91
110,157,1936.12
110,158,1944.79
110,159,1951.94
110,160,1960.4
110,161,1967.33
110,162,1975.56
110,163,1981.96
110,164,1989.4
110,165,1995.01
110,166,2001.98
110,167,2007.44
110,168,2014.24
110,169,2020.04
110,170,2027.16
110,171,2032.83
110,172,2039.68
110,173,2045.17
110,174,2051.83
110,175,2057.05
110,176,2063.27
110,177,2068.0
110,178,2074.1
110,179,2078.78
110,180,2084.61
110,181,2089.09
110,182,2094.62
110,183,2098.85
110,184,2104.0
110,185,2106.96
110,186,2111.73
110,187,2114.5
110,188,2118.97
110,189,2121.92
110,190,2126.34
110,191,2129.51
110,192,2133.9
110,193,2137.05
110,194,2141.78
110,195,2145.1
110,196,2149.69
110,197,2152.91
110,198,2157.47
110,199,2160.64
110,200,2165.05
110,201,2168.01
110,202,2172.1
110,203,2174.7
110,204,2178.43
110,205,2180.8
110,206,2184.3
110,207,2186.64
110,208,2190.16
110,209,2192.35
110,210,2195.77
110,211,2197.91
110,212,2201.14
110,213,2203.09
110,214,2206.08
110,215,2207.93
110,216,2210.74
110,217,2212.42
110,218,2215.33
110,219,2216.96
110,220,2219.66
110,221,2220.97
110,222,2223.47
110,223,2224.79
110,224,2227.19
110,225,2228.32
110,226,2230.52
110,227,2232.35
110,228,2235.33
110,229,2235.95
111,148,1857.78
111,149,1866.5
111,150,1876.4
111,151,1884.91
111,152,1894.32
111,153,1902.26
111,154,1911.4
111,155,1919.16
111,156,1927.99
111,157,1935.61
111,158,1944.33
111,159,1951.83
111,160,1960.35
111,161,1967.58
111,162,1975.85
111,163,1982.66
111,164,1990.07
111,165,1996.16
111,166,2003.26
111,167,2009.13
111,168,2016.14
111,169,2022.35
111,170,2029.49
111,171,2035.51
111,172,2042.45
111,173,2048.29
111,174,2055.0
111,175,2060.56
111,176,2066.77
111,177,2071.94
111,178,2078.05
111,179,2083.15
111,180,2088.97
111,181,2093.78
111,182,2099.31
111,183,2103.81
111,184,2108.96
111,185,2112.27
111,186,2117.03
111,187,2120.07
111,188,2124.55
111,189,2127.68
111,190,2132.06
111,191,2135.33
111,192,2139.7
111,193,2143.22
111,194,2147.72
111,195,2151.33
111,196,2155.92
111,197,2159.4
111,198,2163.94
111,199,2167.41
111,200,2171.83
111,201,2175.09
111,202,2179.17
111,203,2182.0
111,204,2185.74
111,205,2188.43
111,206,2191.9
111,207,2194.52
111,208,2198.0
111,209,2200.53
111,210,2203.86
111,211,2206.26
111,212,2209.48
111,213,2211.75
111,214,2214.7
111,215,2216.79
111,216,2219.89
111,217,2221.92
111,218,2224.79
111,219,2226.65
111,220,2229.22
111,221,2230.96
111,222,2233.59
111,223,2235.24
111,224,2237.07
111,225,2238.94
111,226,2242.03
111,227,2244.05
111,228,2247.09
112,150,1875.59
112,151,1884.1
112,152,1893.86
112,153,1901.83
112,154,1911.32
112,155,1919.13
112,156,1928.33
112,157,1935.98
112,158,1945.05
112,159,1952.51
112,160,1961.42
112,161,1968.67
112,162,1977.29
112,163,1984.07
112,164,1991.96
112,165,1998.13
112,166,2005.54
112,167,2011.65
112,168,2019.2
112,169,2025.5
112,170,2033.11
112,171,2039.21
112,172,2046.49
112,173,2052.34
112,174,2059.36
112,175,2064.93
112,176,2071.54
112,177,2076.86
112,178,2083.5
112,179,2088.66
112,180,2094.83
112,181,2099.7
112,182,2105.55
112,183,2110.04
112,184,2115.5
112,185,2118.8
112,186,2123.89
112,187,2126.78
112,188,2131.67
112,189,2134.56
112,190,2139.25
112,191,2142.33
112,192,2146.97
112,193,2150.15
112,194,2154.73
112,195,2160.97
112,196,2163.56
112,197,2167.07
112,198,2171.88
112,199,2175.32
112,200,2180.01
112,201,2183.26
112,202,2187.65
112,203,2190.44
112,204,2194.44
112,205,2197.04
112,206,2200.87
112,207,2203.42
112,208,2207.18
112,209,2209.71
112,210,2213.32
112,211,2215.73
112,212,2219.19
112,213,2221.35
112,214,2224.76
112,215,2226.91
112,216,2230.33
112,217,2232.31
112,218,2235.52
112,219,2237.23
112,220,2240.21
112,221,2241.99
112,222,2244.87
112,223,2246.26
112,224,2249.48
112,225,2251.39
112,226,2254.92
112,227,2256.95
113,153,1899.59
113,154,1909.13
113,155,1917.26
113,156,1926.58
113,157,1934.6
113,158,1943.69
113,159,1951.56
113,160,1960.47
113,161,1968.06
113,162,1976.71
113,163,1983.92
113,164,1991.91
113,165,1998.44
113,166,2006.5
113,167,2013.01
113,168,2020.81
113,169,2027.42
113,170,2034.99
113,171,2041.39
113,172,2048.67
113,173,2054.84
113,174,2061.86
113,175,2067.75
113,176,2074.49
113,177,2080.25
113,178,2086.85
113,179,2092.28
113,180,2098.42
113,181,2103.53
113,182,2109.35
113,183,2114.14
113,184,2119.6
113,185,2123.2
113,186,2128.32
113,187,2131.52
113,188,2136.42
113,189,2139.61
113,190,2144.34
113,191,2147.56
113,192,2152.2
113,193,2155.69
113,194,2160.4
113,195,2163.9
113,196,2168.57
113,197,2175.32
113,198,2177.65
113,199,2181.39
113,200,2186.06
113,201,2189.58
113,202,2193.98
113,203,2197.05
113,204,2201.05
113,205,2203.94
113,206,2207.73
113,207,2210.54
113,208,2214.28
113,209,2217.08
113,210,2220.62
113,211,2223.34
113,212,2226.94
113,213,2229.4
113,214,2232.83
113,215,2235.2
113,216,2238.57
113,217,2240.84
113,218,2244.03
113,219,2246.12
113,220,2249.17
113,221,2251.19
113,222,2254.23
113,223,2256.53
113,224,2259.78
113,225,2261.97
113,226,2265.49
114,155,1916.58
114,156,1926.23
114,157,1934.24
114,158,1943.67
114,159,1951.52
114,160,1960.74
114,161,1968.37
114,162,1977.3
114,163,1984.59
114,164,1993.83
114,165,2000.77
114,166,2009.21
114,167,2015.85
114,168,2023.88
114,169,2030.13
114,170,2037.98
114,171,2044.36
114,172,2051.93
114,173,2058.11
114,174,2065.62
114,175,2071.58
114,176,2078.82
114,177,2084.47
114,178,2091.52
114,179,2096.9
114,180,2103.36
114,181,2108.51
114,182,2114.66
114,183,2119.43
114,184,2125.19
114,185,2128.8
114,186,2134.23
114,187,2137.39
114,188,2142.65
114,189,2145.78
114,190,2150.87
114,191,2153.98
114,192,2158.94
114,193,2162.11
114,194,2167.25
114,195,2170.72
114,196,2175.67
114,197,2182.37
114,198,2187.33
114,199,2188.59
114,200,2193.52
114,201,2197.06
114,202,2201.73
114,203,2204.8
114,204,2209.04
114,205,2211.93
114,206,2215.97
114,207,2218.77
114,208,2222.77
114,209,2225.5
114,210,2229.37
114,211,2232.06
114,212,2235.91
114,213,2238.46
114,214,2242.15
114,215,2244.55
114,216,2248.23
114,217,2250.52
114,218,2253.98
114,219,2256.07
114,220,2259.52
114,221,2261.7
114,222,2265.16
114,223,2267.59
114,224,2271.24
114,225,2273.53
115,157,1932.22
115,158,1941.65
115,159,1949.79
115,160,1959.05
115,161,1967.02
115,162,1976.03
115,163,1983.92
115,164,1993.09
115,165,2000.36
115,166,2008.73
115,167,2015.79
115,168,2023.97
115,169,2030.94
115,170,2038.81
115,171,2045.51
115,172,2053.07
115,173,2059.55
115,174,2066.87
115,175,2073.1
115,176,2080.43
115,177,2086.46
115,178,2093.35
115,179,2099.11
115,180,2105.57
115,181,2110.99
115,182,2117.12
115,183,2122.22
115,184,2127.97
115,185,2131.9
115,186,2137.34
115,187,2140.85
115,188,2146.09
115,189,2149.59
115,190,2154.67
115,191,2158.23
115,192,2163.27
115,193,2167.04
115,194,2172.02
115,195,2175.79
115,196,2180.73
115,197,2187.64
115,198,2192.57
115,199,2194.03
115,200,2198.95
115,201,2202.7
115,202,2207.37
115,203,2210.7
115,204,2214.95
115,205,2218.09
115,206,2222.12
115,207,2225.24
115,208,2229.18
115,209,2232.11
115,210,2236.02
115,211,2238.98
115,212,2242.92
115,213,2245.75
115,214,2249.61
115,215,2252.32
115,216,2256.0
115,217,2258.57
115,218,2262.18
115,219,2264.64
115,220,2268.19
115,221,2270.61
115,222,2274.19
115,223,2276.78
115,224,2280.3
116,159,1948.99
116,160,1958.6
116,161,1966.58
116,162,1976.31
116,163,1984.04
116,164,1993.53
116,165,2000.8
116,166,2009.51
116,167,2016.78
116,168,2025.29
116,169,2032.3
116,170,2040.5
116,171,2047.22
116,172,2055.08
116,173,2061.56
116,174,2069.17
116,175,2075.39
116,176,2083.1
116,177,2089.1
116,178,2096.22
116,179,2101.9
116,180,2108.64
116,181,2114.08
116,182,2120.53
116,183,2125.63
116,184,2131.7
116,185,2135.66
116,186,2141.41
116,187,2144.92
116,188,2150.5
116,189,2153.98
116,190,2159.39
116,191,2163.0
116,192,2168.64
116,193,2172.51
116,194,2177.8
116,195,2181.46
116,196,2186.73
116,197,2190.54
116,198,2195.74
116,199,2203.08
116,200,2205.73
116,201,2209.51
116,202,2214.47
116,203,2217.82
116,204,2222.3
116,205,2225.39
116,206,2229.72
116,207,2232.81
116,208,2237.02
116,209,2239.98
116,210,2244.13
116,211,2247.09
116,212,2251.2
116,213,2254.02
116,214,2258.23
116,215,2260.98
116,216,2265.0
116,217,2267.58
116,218,2271.46
116,219,2273.93
116,220,2277.8
116,221,2280.24
116,222,2283.97
116,223,2286.58
117,161,1964.76
117,162,1974.38
117,163,1982.53
117,164,1992.01
117,165,1999.63
117,166,2008.43
117,167,2016.01
117,168,2024.58
117,169,2031.91
117,170,2040.16
117,171,2047.23
117,172,2055.13
117,173,2061.96
117,174,2069.62
117,175,2076.14
117,176,2083.77
117,177,2090.11
117,178,2097.18
117,179,2103.12
117,180,2109.89
117,181,2115.55
117,182,2122.01
117,183,2127.41
117,184,2133.49
117,185,2137.77
117,186,2143.53
117,187,2147.38
117,188,2152.95
117,189,2156.75
117,190,2162.15
117,191,2166.4
117,192,2172.17
117,193,2176.16
117,194,2181.42
117,195,2185.56
117,196,2190.77
117,197,2198.53
117,198,2203.76
117,199,2207.88
117,200,2210.51
117,201,2214.47
117,202,2219.44
117,203,2223.04
117,204,2227.56
117,205,2230.91
117,206,2233.93
117,207,2238.54
117,208,2242.76
117,209,2246.01
117,210,2250.17
117,211,2253.37
117,212,2257.65
117,213,2260.71
117,214,2265.2
117,215,2267.97
117,216,2272.0
117,217,2274.91
117,218,2278.8
117,219,2281.59
117,220,2285.51
117,221,2288.27
117,222,2291.93
118,163,1981.73
118,164,1991.49
118,165,1999.14
118,166,2008.27
118,167,2015.86
118,168,2024.76
118,169,2032.12
118,170,2040.73
118,171,2047.84
118,172,2056.12
118,173,2062.97
118,174,2070.99
118,175,2077.52
118,176,2085.1
118,177,2091.77
118,178,2099.12
118,179,2105.02
118,180,2112.03
118,181,2117.69
118,182,2124.43
118,183,2129.82
118,184,2136.21
118,185,2140.55
118,186,2146.61
118,187,2150.51
118,188,2156.36
118,189,2160.69
118,190,2166.7
118,191,2171.21
118,192,2176.95
118,193,2181.32
118,194,2186.89
118,195,2191.09
118,196,2196.56
118,197,2204.21
118,198,2209.71
118,199,2213.85
118,200,2216.57
118,201,2220.53
118,202,2225.8
118,203,2229.4
118,204,2234.21
118,205,2236.22
118,206,2240.98
118,207,2244.42
118,208,2248.99
118,209,2253.22
118,210,2257.52
118,211,2260.81
118,212,2265.25
118,213,2269.42
118,214,2273.62
118,215,2276.38
118,216,2280.38
118,217,2282.93
118,218,2287.1
118,219,2290.01
118,220,2294.2
118,221,2296.95
119,165,1997.16
119,166,2006.26
119,167,2014.18
119,168,2023.36
119,169,2030.74
119,170,2039.41
119,171,2046.9
119,172,2055.22
119,173,2062.45
119,174,2070.51
119,175,2077.41
119,176,2084.98
119,177,2091.46
119,178,2099.17
119,179,2105.32
119,180,2112.41
119,181,2118.38
119,182,2125.1
119,183,2130.8
119,184,2137.2
119,185,2141.85
119,186,2147.93
119,187,2152.15
119,188,2158.45
119,189,2163.51
119,190,2169.55
119,191,2174.38
119,192,2180.14
119,193,2184.8
119,194,2190.41
119,195,2194.91
119,196,2200.36
119,197,2204.66
119,198,2210.01
119,199,2214.14
119,200,2219.32
119,201,2223.59
119,202,2228.64
119,203,2232.61
119,204,2237.5
119,205,2241.3
119,206,2246.07
119,207,2249.78
119,208,2254.36
119,209,2257.73
119,210,2262.94
119,211,2266.39
119,212,2272.3
119,213,2275.56
119,214,2279.74
119,215,2282.81
119,216,2286.85
119,217,2289.78
119,218,2293.7
119,219,2296.74
119,220,2300.94
120,167,2013.47
120,168,2022.72
120,169,2030.42
120,170,2039.31
120,171,2046.55
120,172,2055.26
120,173,2062.49
120,174,2070.93
120,175,2077.82
120,176,2085.7
120,177,2092.17
120,178,2100.16
120,179,2106.33
120,180,2113.73
120,181,2119.7
120,182,2126.77
120,183,2132.47
120,184,2139.18
120,185,2143.86
120,186,2150.24
120,187,2155.23
120,188,2161.94
120,189,2167.05
120,190,2173.38
120,191,2178.23
120,192,2184.29
120,193,2189.01
120,194,2194.91
120,195,2199.46
120,196,2205.26
120,197,2209.56
120,198,2215.2
120,199,2219.35
120,200,2224.85
120,201,2229.07
120,202,2234.4
120,203,2238.3
120,204,2243.32
120,205,2247.29
120,206,2252.23
120,207,2256.04
120,208,2260.88
120,209,2264.46
120,210,2269.3
120,211,2274.64
120,212,2279.33
120,213,2282.6
120,214,2287.08
120,215,2290.17
120,216,2294.47
120,217,2297.43
120,218,2301.64
120,219,2304.46
121,169,2028.31
121,170,2037.31
121,171,2045.03
121,172,2053.65
121,173,2060.78
121,174,2069.22
121,175,2076.44
121,176,2084.34
121,177,2091.19
121,178,2099.12
121,179,2105.81
121,180,2113.22
121,181,2119.55
121,182,2126.59
121,183,2132.59
121,184,2139.3
121,185,2144.32
121,186,2150.7
121,187,2156.41
121,188,2163.16
121,189,2168.57
121,190,2174.93
121,191,2180.08
121,192,2186.2
121,193,2191.22
121,194,2197.16
121,195,2202.02
121,196,2207.85
121,197,2212.48
121,198,2218.17
121,199,2222.62
121,200,2228.15
121,201,2232.46
121,202,2237.86
121,203,2242.02
121,204,2247.31
121,205,2251.43
121,206,2256.56
121,207,2260.5
121,208,2265.57
121,209,2269.42
121,210,2275.97
121,211,2279.66
121,212,2284.33
121,213,2287.89
121,214,2292.39
121,215,2295.75
121,216,2300.1
121,217,2303.3
121,218,2307.55
122,172,2053.09
122,173,2060.36
122,174,2068.61
122,175,2075.86
122,176,2084.07
122,177,2091.49
122,178,2099.28
122,179,2106.0
